,University,World rank,Address,Telephone,Gender,International admission,Selection type,Control type,Entity type,affiliations,Departments,Features
151,University of Science and Technology Korea,world rank  6246,"217, Gajeong-ro, Yuseong-gu
Daejeon
34113 Daejeon
South Korea",+82 42-864-5551,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,no-data,"University of Science and Technology Korea
|
Agency for Defense Development Korea Polar Research Institute Korea Institute of Ocean Science and Technology Korea Research Institute of Ships and Ocean Engineering Korea Astronomy and Space Science Institute Korea Institute of Materials Science Korea Institute of Radiological and Medical Sciences Korea Aerospace Research Institute Korea Electrotechnology Research Institute Korea Railroad Research Institute Korea Institute of Oriental Medicine Korea Institute of Civil Engineering and Building Technology Korea Food Research Institute Korea Institute of Science and Technology Information Korea Institute of Industrial Technology Korea Research Institute of Standards and Science Korea Basic Science Institute Korea Institute of Toxicology Korea Research Institute of Chemical Technology Korea Institute of Energy Research National Institute for Mathmetical Science National Fusion Research Institute Korea Institute of Machinery and Materials Institute for Basic Science Korea Research Institute of Bioscience and Biotechnology Electronics and Telecommunications Korea Institute of Science and Technology Korea Institute of Geoscience and Mineral Resources Korea Atomic Energy Research Institute Korea Institute of Nuclear Safety Korea Institute of Nuclear Nonproliferation and Control Institut Pasteur Korea","['library', 'housing', 'financial aid', 'distant learning', 'career services']"
152,University of Science and Technology Liaoning,world rank  9137,"185 Qianshan Midroad
Anshan
114051 Liaoning
China",+86 (412) 559 7505,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Not reported,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
153,University of Science and Technology of China,world rank  413,"1129 Huizhou Avenue, Baohe
Hefei
230026 Anhui
China",+86 (551) 360 2847,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,Association of Pacific Rim Universities (APRU),"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities', 'financial aid']"
154,University of Science and Technology of Mazandaran,world rank  8935,"PO Box 48518-78195
Behshahr
Mazandaran
Iran",+98 11 3455 2007,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Not reported,Not reported,no-data,"University of Science and Technology of Mazandaran
|
Department of Electrical and Computer Engineering Department of Mathematics Department of Physics Department of Basic Science Department of Chemistry and Industrial Engineering","['library', 'housing', 'sports facilities']"
155,University of Science and Technology of Southern Philippines,world rank  9859,"Claro M. Recto Avenue, Lapasan
Cagayan de Oro City
9000 Northern Mindanao
Philippines",+63 (88) 856 1738,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"University of Science and Technology of Southern Philippines
|
Colleges College of Technology College of Science and Mathematics College of Engineering and Architecture College of Science and Technology Education College of Information Technology and Computing",['library']
156,"University of Science and Technology, Bannu",world rank  10598,"Miranshah Road
Bannu
28000 Khyber Pakhtunkhwa
Pakistan",+92 (928) 621 123,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,no-data,"University of Science and Technology, Bannu
|
Faculty of Engineering Faculty of Basic Sciences Faculty of Art and Social Sciences Faculty of Management Sciences and Economics Department of Mathematics",['library']
157,"University of Science and Technology, Meghalaya",world rank  9449,"Kling Road, Baridua, 9th Mile, Technocity
Baridua
793 101 Meghalaya
India",+91 986 425 4756,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
158,University of Scranton,world rank  1279,"800 Linden Street
Scranton
18510-4629 Pennsylvania
United States",+1 (570) 941 7400,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"Commission on Collegiate Nursing Education (CCNE)
Association to Advance Collegiate Schools of Business (AACSB International)
Computing Accreditation Commission (CAC) of ABET
Engineering Accreditation Commission (EAC) of ABET
Council on Accreditation of Nurse Anesthesia Educational Programs (AANA)","Association of Jesuit Colleges and Universities (AJCU)
Council of Independent Colleges (CIC)
Association of Catholic Colleges and Universities (ACCU)
National Association of Independent Colleges and Universities (NAICU)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
159,University of Security and Economics,world rank  11993,"13 Kuklensko Shose Blvd
Plovdiv
4000 Plovdiv
Bulgaria",+359 (32) 345 614,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,For-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities', 'financial aid', 'distant learning']"
160,University of Seoul,world rank  3529,"90 Jeonnong-dong, Dongdaemun-gu
Seoul
130-743 Seoul
South Korea",+82 (2) 2210 2114,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,Open Education Consortium (OEC),"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'sports facilities', 'financial aid']"
161,University of Seychelles,world rank  9032,"PO Box 1348
Anse Royale

Seychelles",+248 381200,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Private,Non-Profit,no-data,"University of Seychelles
|
Faculty of Sciences Faculty of Humanities School of Education","['library', 'sports facilities', 'financial aid']"
162,University of Shahreza,world rank  10108,"Shahreza
Isfahan
Iran",+98,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Not reported,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
163,University of Shanghai for Science and Technology,world rank  1323,"516 Jungong Road, Yangpu
Shanghai
200093 Shanghai
China",+86 (21) 6568 1967,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'financial aid']"
164,University of Sharjah,world rank  2342,"PO Box 27272
Sharjah
Sharjah
United Arab Emirates",+971 (6) 558 5000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Not reported,Federation of the Universities of the Islamic World (FUIW),"University of Sharjah
|
College of Sharia and Islamic Studies College of Arts, Humanities and Social Sciences College of Sciences College of Business Administration College of Engineering College of Health Sciences College of Law College of Fine Arts and Design College of Communication College of Medicine College of Dentistry College of Pharmacy Community College College of Graduate Studies and Research","['library', 'housing', 'sports facilities', 'financial aid']"
